Nub_ID,Color,Number,Colony,Nutrient Level,Tank Level,Assignment,Species,Partial mortality,Blastate Vol (mL),Corrected SA,BW_initial,BW_final,dry.w_intial,dry.w_final,Growth.day,percent.growth ,growth.SA,growth.protein,Total Protein per mL,Total Protein (mg),Protein.SA,Chl.a per ml,Total Chl.a,Chl.a.cm2,Chl.c.per ml,Total Chl.c,Chl.c.cm2,Total chl,Mean VL3,Median VL3,Zoox/uL,Zoox/mL,Total Zoox,Zoox.cm2,
R117_Por6_CH_N3.T1,R,117,6,N3,T1,CH,POR,0,15,7.33019439,4.432,4.629,6.81760613,7.12064024,8.912767941,4.44487558,1.215897897,0.704252297,0.84370975,12.65564625,1.726508954,13.33120425,199.9680638,27.28004922,24.5520443,368.2806645,50.24159591,77.52164514,,,,,,,
R118_Por6_CH_N4.T3,R,118,6,N4,T3,CH,POR,0,15,7.396319829,4.806,4.886,7.392918583,7.515972919,3.619245163,1.664489256,0.489330538,0.382935482,0.630087893,9.451318393,1.277840684,6.21307275,93.19609125,12.60033279,11.34029951,170.1044926,22.99853124,35.59886402,88516.94531,56016,1162.65306,1162653.06,17439795.9,2.36E+06,
R119_Por6_CH_N0.T1,R,119,6,N0,T1,CH,POR,0,15,6.611115441,4.314,4.598,6.63609056,7.072952214,12.84887218,6.583117727,1.943525611,1.160111259,0.738370111,11.07555166,1.675292431,5.410131,81.151965,12.2750791,11.04757119,165.7135679,25.06590142,37.34098052,129524.9531,94857.5,863.67347,863673.47,12955102.05,1.96E+06,
R120_Por6_CH_N4.T1,R,120,6,N4,T1,CH,POR,2,15,9.146438458,6.363,6.427,9.788002831,9.886442577,2.89528666,1.00571841,0.316547985,0.185194539,1.042250553,15.63375829,1.709272781,12.7844025,191.7660375,20.96619776,18.86957798,283.0436698,30.94577972,51.91197748,139371.1875,75601.5,1149.79592,1149795.92,17246938.8,1.89E+06,
R121_Por7_CH_N3.T3,R,121,7,N3,T3,CH,POR,1,15,6.268425491,3.859,3.955,5.93617847,6.083847065,4.343193972,2.487603696,0.692868405,0.638798266,0.453267143,6.799007143,1.084643529,6.32583825,94.88757375,15.1373856,13.62364704,204.3547056,32.60064364,47.73802924,123140.4688,70298,472.85714,472857.14,7092857.1,1.13E+06,
R122_Por7_CH_N0.T2,R,122,7,N0,T2,CH,POR,0,16,4.559428998,3.443,3.552,5.296258839,5.463924725,4.931349586,3.165741914,1.081571747,0.701574272,0.439311077,7.028977231,1.541635418,2.606937,41.710992,9.148292915,8.233463624,131.735418,28.89296402,38.04125693,138532.7969,96750,509.79592,509795.92,8156734.72,1.79E+06,
R123_Por7_TP_N0.T3,R,123,7,N0,T3,TP,POR,2,15,7.2787668,4.016,4.137,6.177686681,6.363811104,5.474247726,3.01284983,0.752084505,0.796245267,0.458338484,6.875077253,0.944538744,4.21341375,63.20120625,8.682955229,7.814659707,117.2198956,16.10436202,24.78731725,122405.3125,90170,616.32653,616326.53,9244897.95,1.27E+06,
R124_Por7_CH_T0,R,124,7,T0,T0,T0,POR,0,15,9.812461694,,,,,,,0,,0.891217229,13.36825844,1.362375605,6.46903425,97.03551375,9.889008159,8.900107343,133.5016101,13.60531275,23.4943209,127442.3125,81973,817.55102,817551.02,12263265.3,1.25E+06,
R125_Por7_TP_N4.T2,R,125,7,N4,T2,TP,POR,0,15,7.8765252,4.153,4.326,6.388429392,6.654543158,7.826875461,4.165558533,0.993696492,0.842033095,0.619680747,9.295211209,1.18011572,10.16021775,152.4032663,19.34904826,17.41414344,261.2121516,33.16337407,52.51242233,105626.7344,67275,1427.14286,1427142.86,21407142.9,2.72E+06,
R126_Por7_TP_N3.T1,R,126,7,N3,T1,TP,POR,0,15,7.622034,4.25,4.392,6.537641245,6.756069356,6.424356232,3.341084402,0.842866383,0.755660554,0.566776198,8.501642967,1.115403443,9.05188725,135.7783088,17.81392063,16.03252857,240.4879286,31.55167355,49.36559419,100912.5313,65037,1057.7551,1057755.1,15866326.5,2.08E+06,
R127_Por7_CH_N2.T3,R,127,7,N2,T3,CH,POR,0,18.5,9.947002808,7.067,7.1,10.87094385,10.92169682,1.492734507,0.466868139,0.150068773,0.102220079,0.789359121,14.60314374,1.468094864,13.36318275,247.2188809,24.85360522,22.36824469,413.8125269,41.60173017,66.45533539,173389.7344,73192,427.2,427200,7903200,7.95E+05,
R128_Por7_CH_N2.T2,R,128,7,N2,T2,CH,POR,0,15,12.56001292,4.638,4.794,7.134489648,7.374452901,7.057742751,3.363425632,0.561921616,0.584773224,0.804613077,12.06919615,0.960922272,12.3325335,184.9880025,14.728329,13.2554961,198.8324414,15.83059211,30.55892111,143285.0469,64764.5,499.2,499200,7488000,5.96E+05,
R129_Por7_CH_N4.T2,R,129,7,N4,T2,CH,POR,0,15,6.311348616,2.772,2.842,4.264080559,4.37175489,3.16689211,2.52514769,0.501777402,0.39511505,0.534340923,8.015113846,1.269952641,5.317965,79.769475,12.63905385,11.37514846,170.6272269,27.03498686,39.67404071,125071.1719,71174,528.6,528600,7929000,1.26E+06,
R130_Por7_CH_N1.T3,R,130,7,N1,T3,CH,POR,0,15,6.586006765,2.87,3.039,4.414830716,4.674793822,7.645973719,5.888404861,1.160942281,0.780454273,0.653121648,9.796824725,1.487521206,8.5542135,128.3132025,19.48270129,17.53443116,263.0164674,39.93565096,59.41835225,142879.2344,77735,444.28571,444285.71,6664285.65,1.01E+06,
R131_Por7_CH_N4.T1,R,131,7,N4,T1,CH,POR,0,15,6.110467964,4.037,4.195,6.209990061,6.453030436,7.148246334,3.913699909,1.169836153,0.663074263,0.71869741,10.78046115,1.764261135,9.603366,144.05049,23.57437939,21.21694145,318.2541217,52.08342857,75.65780795,133588.9688,76040,827.14286,827142.86,12407142.9,2.03E+06,
R132_Por7_CH_N1.T1,R,132,7,N1,T1,CH,POR,0,15,12.41815263,6.839,7.109,10.52021887,10.93554106,12.21535853,3.947847429,0.983669544,0.791162602,1.029317152,15.43975728,1.24332159,17.03586,255.5379,20.57777091,18.51999382,277.7999073,22.3704697,42.94824061,113451.4453,72152,1568,1568000,23520000,1.89E+06,
R133_Por7_CH_N3.T1,R,133,7,N3,T1,CH,POR,0,15,6.682253351,3.527,3.565,5.425473324,5.483923789,1.719131314,1.077333924,0.257268203,0.212924067,0.538261156,8.073917346,1.20826268,4.161231,62.418465,9.340930629,8.406837566,126.1025635,18.87126346,28.21219409,89896.90625,57413.5,706.53061,706530.61,10597959.15,1.59E+06,
R134_Por7_CH_N0.T3,R,134,7,N0,T3,CH,POR,0,16.5,9.164329582,6.215,6.427,9.560338854,9.886442577,9.591285963,3.411005904,1.046588938,0.74035084,0.785154857,12.95505514,1.413639157,8.4149685,138.8469803,15.15080607,13.63572546,224.9894701,24.55056512,39.70137118,162781.8594,83525,488.36735,488367.35,8058061.275,8.79E+05,
R135_Por7_CH_N1.T2,R,135,7,N1,T2,CH,POR,0,15,5.959388895,4.232,4.39,6.509952747,6.752992957,7.148241483,3.733363664,1.199492366,0.506690093,0.940514604,14.10771907,2.367309688,5.414289,81.214335,13.62796361,12.26516725,183.9775087,30.87187495,44.49983856,125231.9141,75916,544.89796,544897.96,8173469.4,1.37E+06,
R136_Por7_CH_N3.T2,R,136,7,N3,T2,CH,POR,2,15,10.19977553,5.089,5.135,7.828248732,7.899002447,2.080991635,0.903825594,0.204023278,0.33552315,0.413481978,6.20222967,0.608075114,5.61679575,84.25193625,8.260175529,7.434157976,111.5123696,10.93282585,19.19300138,110567.9844,65540,431.63265,431632.65,6474489.75,6.35E+05,
R137_Por7_CH_T0,R,137,7,T0,T0,T0,POR,0,15,10.49055497,,,,,,,0,,0.663813349,9.957200233,0.949158578,5.217825,78.267375,7.460746857,6.714672171,100.7200826,9.601025196,17.06177205,124839.3594,82915.5,572.65306,572653.06,8589795.9,8.19E+05,
R138_Por7_CH_N2.T1,R,138,7,N2,T1,CH,POR,0,15,4.349084665,3.12,3.264,4.799398012,5.020904003,6.514882075,4.615286959,1.49798925,0.998262797,0.435081296,6.526219441,1.500596089,4.5076905,67.6153575,15.54703178,13.9923286,209.884929,48.25956383,63.80659561,87886.04688,59667.5,677.5,677500,10162500,2.34E+06,
R139_Por7_CH_N4.T3,R,139,7,N4,T3,CH,POR,1,15,7.513528364,4.887,4.993,7.51751835,7.680567496,4.795563115,2.168922486,0.638257139,0.66536595,0.480493791,7.207406868,0.959257292,7.252878,108.79317,14.47963789,13.0316741,195.4751115,26.01642026,40.49605815,83580.90625,54385,889.38776,889387.76,13340816.4,1.78E+06,
R140_Por7_CH_N0.T1,R,140,7,N0,T1,CH,POR,0,15,6.824519484,3.994,4.157,6.143844815,6.39457635,7.37445692,4.081019994,1.080582587,1.112386897,0.441959953,6.629399302,0.971408949,4.05063825,60.75957375,8.903128476,8.012815628,120.1922344,17.61182376,26.51495224,107842.9922,80935,655.71429,655714.29,9835714.35,1.44E+06,
R161_Por8_CH_N2.T1,R,161,8,N2,T1,CH,POR,0,15,5.633949873,2.695,2.769,4.1456336,4.25946176,3.347887038,2.745736123,0.594234438,0.565314578,0.394811098,5.922166473,1.051157111,3.6653145,54.9797175,9.758645132,8.782780619,131.7417093,23.38354303,33.14218816,82641.48438,60313.5,600.4,600400,9006000,1.60E+06,
R162_Por8_CH_N0.T2,R,162,8,N0,T2,CH,POR,0,15,5.476135413,2.702,2.818,4.156401553,4.334836699,5.248092527,4.293019903,0.958356967,0.562474677,0.622024154,9.330362308,1.703822423,2.6638245,39.9573675,7.296636128,6.566972515,98.50458773,17.98797515,25.28461128,130204.75,92691,357.2,357200,5358000,9.78E+05,
R163_Por8_TP_N3.T2,R,163,8,N3,T2,TP,POR,0,15,5.9101368,4.115,4.242,6.329974882,6.525329283,5.745717662,3.08617971,0.972180147,0.553800405,0.691671297,10.37506945,1.755470271,8.53260525,127.9890788,21.65585723,19.49027151,292.3540726,49.46654917,71.1224064,79257.25781,51898,1166.53061,1166530.61,17497959.15,2.96E+06,
R164_Por8_CH_N0.T3,R,164,8,N0,T3,CH,POR,0,15,5.838309764,3.606,3.707,5.546996007,5.702356097,4.569414407,2.800796858,0.782660495,0.821789177,0.370688293,5.560324396,0.952385985,4.233624,63.50436,10.87718236,9.789464127,146.8419619,25.15145099,36.02863336,139044.25,100495,492.04082,492040.82,7380612.3,1.26E+06,
R165_Por8_CH_T0,R,165,8,T0,T0,T0,POR,0,15,7.825561761,,,,,,,0,,0.543737369,8.156060536,1.042233233,4.4737035,67.1055525,8.575173841,7.717656457,115.7648468,14.79316762,23.36834146,87774.40625,63566.5,875.2,875200,13128000,1.68E+06,
R166_Por8_CH_T0,R,166,8,T0,T0,T0,POR,0,15,6.34979257,,,,,,,0,,0.520830772,7.812461583,1.230349102,4.464465,66.966975,10.54632482,9.491692341,142.3753851,22.42205293,32.96837776,88435.64063,63054,957.4,957400,14361000,2.26E+06,
R167_Por8_TP_N4.T2,R,167,8,N4,T2,TP,POR,0,15,5.7459012,3.563,3.618,5.480850661,5.565450131,2.488219693,1.543546336,0.433042547,0.304531229,0.544710352,8.170655275,1.421997175,5.31387075,79.70806125,13.87216008,12.48494407,187.2741611,32.59265249,46.46481257,178000.6094,104559,902.85714,902857.14,13542857.1,2.36E+06,
R168_Por8_CH_N1.T2,R,168,8,N1,T2,CH,POR,0,15,8.321227713,5.748,5.992,8.841967234,9.217296993,11.03911056,4.244867112,1.326620415,0.765997793,0.960760868,14.41141302,1.731885428,13.936965,209.054475,25.12303259,22.61072933,339.1609399,40.75852166,65.88155424,101720.125,71576,870.40816,870408.16,13056122.4,1.57E+06,
R169_Por8_CH_N3.T2,R,169,8,N3,T2,CH,POR,0,15,8.83410636,3.289,3.457,5.059364971,5.317789378,7.600717844,5.107842747,0.86038333,0.814242727,0.622313846,9.334707692,1.05666689,8.917632,133.76448,15.14182358,13.62764122,204.4146183,23.13925258,38.28107616,137110.375,84036.5,520,520000,7800000,8.83E+05,
R170_Por8_CH_N4.T1,R,170,8,N4,T1,CH,POR,0,15,6.555543997,3.367,3.469,5.179349839,5.336248503,4.614666602,3.029311967,0.703933435,0.651772028,0.47201234,7.080185099,1.08003014,6.8737605,103.1064075,15.72812379,14.15531141,212.3296712,32.38932899,48.11745278,116699.5,72727,739.59184,739591.84,11093877.6,1.69E+06,
R171_Por8_CH_N4.T2,R,171,8,N4,T2,CH,POR,1,15,12.09439669,5.365,5.414,8.252810302,8.328177683,2.216687684,0.913232929,0.183282204,0.137153063,1.077476331,16.16214497,1.336333294,11.19749925,167.9624888,13.88762855,12.4988657,187.4829854,15.50164016,29.38926871,168412.0625,100277.5,705.30612,705306.12,10579591.8,8.75E+05,
R172_Por8_CH_N2.T2,R,172,8,N2,T2,CH,POR,0,15,9.449520506,4.283,4.367,6.588404073,6.717612812,3.800257028,1.961153832,0.402164007,0.341128509,0.742683363,11.14025044,1.178922299,6.3536415,95.3046225,10.08565698,9.077091286,136.1563693,14.40881251,24.4944695,143208.3438,86646,435,435000,6525000,6.91E+05,
R173_Por8_CH_N4.T3,R,173,8,N4,T3,CH,POR,0,15,6.711712877,3.969,4.09,6.105387495,6.291512329,5.474259824,3.048534334,0.815627832,0.655883358,0.556426154,8.346392317,1.243556223,8.9573685,134.3605275,20.01881337,18.01693204,270.2539805,40.26602232,60.2848357,93833.04688,63003.5,990.61224,990612.24,14859183.6,2.21E+06,
R174_Por8_CH_N0.T1,R,174,8,N0,T1,CH,POR,0,15,8.679504516,3.699,3.914,5.690055069,6.020777444,9.727128684,5.812287777,1.120700919,1.083985564,0.598232363,8.973485448,1.033870704,5.95764675,89.36470125,10.29606023,9.266454206,138.9968131,16.01437188,26.31043211,101987.7891,71646.5,848.57143,848571.43,12728571.45,1.47E+06,
R175_Por8_CH_N1.T1,R,175,8,N1,T1,CH,POR,0,15,7.937339636,4.888,5.006,7.519056185,7.700565622,5.338512858,2.413992298,0.672582138,0.499932959,0.711897167,10.67845751,1.345344662,8.59180725,128.8771088,16.23681418,14.61313276,219.1969914,27.61592693,43.85274112,97392.65625,63202,1046.12245,1046122.45,15691836.75,1.98E+06,
R176_Por8_CH_N3.T3,R,176,8,N3,T3,CH,POR,0,16.2,10.03572179,5.049,5.265,7.766717441,8.098977193,9.772345651,4.277994592,0.973756134,0.610169751,0.988628513,16.01578191,1.595877431,,,,,,,,144037.8438,94748,959.8,959800,15548760,1.55E+06,chl-a absorbance values too high 
R177_Por8_CH_N2.T3,R,177,8,N2,T3,CH,POR,0,15,7.42500579,3.97,4.083,6.106925846,6.280744805,5.112322326,2.846259533,0.688527722,0.570748983,0.59714778,8.957216703,1.206358211,7.90035675,118.5053513,15.96030422,14.3642738,215.464107,29.01871232,44.97901654,,,857.4,857400,12861000,1.73E+06,
R178_Por8_CH_N1.T3,R,178,8,N1,T3,CH,POR,0,15,7.579535134,3.739,3.9,5.751585909,5.999241315,7.283982533,4.30586294,0.9610065,0.859409867,0.565037538,8.475563077,1.118216741,6.77280975,101.5921463,13.40347983,12.06313184,180.9469776,23.87309702,37.27657685,,,731.63265,731632.65,10974489.75,1.45E+06,
R179_Por8_TP_N0.T3,R,179,8,N0,T3,TP,POR,0,15,7.1352456,3.955,4.105,6.083851855,6.314586493,6.78631287,3.792574886,0.951097306,0.906520657,0.499073964,7.486109467,1.049173341,3.62352825,54.35292375,7.617526683,6.855774015,102.8366102,14.4124836,22.03001029,,,834.28571,834285.71,12514285.65,1.75E+06,
R180_Por8_CH_N3.T1,R,180,8,N3,T1,CH,POR,0,15,6.812671523,3.642,3.758,5.602373912,5.780809338,5.248100756,3.184996727,0.770344018,0.440253906,0.794708188,11.92062282,1.749772138,8.04894375,120.7341563,17.72199876,15.94979888,239.2469832,35.11793904,52.83993779,,,1052.2,1052200,15783000,2.32E+06,
